run,nu,drift_rms_base,drift_rms_dtg,improve_pct,theta_rate,t_collision,alpha_dtg,tau_theta,k_ctrl,gate_floor
runs/fine_0.0035/a1.0_tau1.1_kc0.05_gf0.30,0.003,0.015336164410285555,0.0051346529376317274,66.51931473694914,0.01452801270572318,,1.0,1.1,0.05,0.3
runs/fine_0.0035/a1.1_tau1.3_kc0.08_gf0.20,0.0035,0.017726962319945645,0.005940036773300681,66.49151351431938,0.017415576335292837,,1.1,1.3,0.08,0.2
runs/fine_0.0035/a0.9_tau1.1_kc0.08_gf0.25,0.003,0.015336164410285555,0.00514456094935604,66.45470919765492,0.013885297210627782,,0.9,1.1,0.08,0.25
runs/fine_0.0035/a1.0_tau1.3_kc0.08_gf0.25,0.003,0.015336164410285555,0.005170060916276571,66.28843576553503,0.014320128963478606,,1.0,1.3,0.08,0.25
runs/fine_0.0035/a1.1_tau1.1_kc0.05_gf0.20,0.003,0.015336164410285555,0.005186839618371851,66.1790296477705,0.015001165227158794,,1.1,1.1,0.05,0.2
runs/fine_0.0035/a1.1_tau1.5_kc0.08_gf0.25,0.003,0.015336164410285555,0.005192282229764975,66.14354090855566,0.014686079993820988,,1.1,1.5,0.08,0.25
runs/fine_0.0035/a1.0_tau1.1_kc0.05_gf0.30,0.0035,0.017726962319945645,0.006004857104961076,66.12585395860711,0.01697555296255453,,1.0,1.1,0.05,0.3
runs/fine_0.0035/a0.9_tau1.1_kc0.08_gf0.25,0.0035,0.017726962319945645,0.006019516956367575,66.04315591287367,0.016206887175452066,,0.9,1.1,0.08,0.25
runs/fine_0.0035/a1.1_tau1.3_kc0.05_gf0.30,0.003,0.015336164410285555,0.005208380409192868,66.03857216280397,0.014984044611861156,,1.1,1.3,0.05,0.3
runs/fine_0.0035/a1.0_tau1.3_kc0.08_gf0.25,0.0035,0.017726962319945645,0.00605043593859779,65.86873808723512,0.016716582229470013,,1.0,1.3,0.08,0.25
runs/fine_0.0035/a1.1_tau1.1_kc0.05_gf0.20,0.0035,0.017726962319945645,0.006062341890483423,65.80157513133355,0.017561358892143216,,1.1,1.1,0.05,0.2
runs/fine_0.0035/a1.1_tau1.5_kc0.08_gf0.25,0.0035,0.017726962319945645,0.006077298569733516,65.71720264280367,0.017148840357187587,,1.1,1.5,0.08,0.25
runs/fine_0.0035/a1.1_tau1.3_kc0.05_gf0.30,0.0035,0.017726962319945645,0.006091876545447606,65.6349664680379,0.017515865670365702,,1.1,1.3,0.05,0.3
runs/fine_0.0035/a1.0_tau1.5_kc0.08_gf0.30,0.003,0.015336164410285555,0.005312682121379325,65.3584691761895,0.014006676290934562,,1.0,1.5,0.08,0.3
runs/fine_0.0035/a1.1_tau1.1_kc0.03_gf0.30,0.003,0.015336164410285555,0.005323507335635151,65.28788298549527,0.015111770045246962,,1.1,1.1,0.03,0.3
runs/fine_0.0035/a0.9_tau1.3_kc0.08_gf0.30,0.003,0.015336164410285555,0.0053356889571458226,65.2084522935388,0.013607653903818755,,0.9,1.3,0.08,0.3
runs/fine_0.0035/a1.0_tau1.1_kc0.05_gf0.25,0.003,0.015336164410285555,0.005343543828974362,65.15723432522286,0.014410664672864984,,1.0,1.1,0.05,0.25
runs/fine_0.0035/a1.0_tau1.5_kc0.08_gf0.30,0.0035,0.017726962319945645,0.00621969604609685,64.91392076182899,0.016345030942790526,,1.0,1.5,0.08,0.3
runs/fine_0.0035/a1.1_tau1.1_kc0.03_gf0.30,0.0035,0.017726962319945645,0.006227348989397778,64.87074955650453,0.017711875558606125,,1.1,1.1,0.03,0.3
runs/fine_0.0035/a0.9_tau1.3_kc0.08_gf0.30,0.0035,0.017726962319945645,0.006245518614823224,64.76825243885115,0.01587603601521956,,0.9,1.3,0.08,0.3
runs/fine_0.0035/a1.0_tau1.1_kc0.05_gf0.25,0.0035,0.017726962319945645,0.006246254225856919,64.76410276548683,0.016858458583459187,,1.0,1.1,0.05,0.25
runs/fine_0.0035/a1.1_tau1.3_kc0.05_gf0.25,0.003,0.015336164410285555,0.005421098668539056,64.6515352632548,0.014992285576774912,,1.1,1.3,0.05,0.25
runs/fine_0.0035/a0.9_tau1.1_kc0.08_gf0.20,0.003,0.015336164410285555,0.005436123692246097,64.55356406716508,0.013678795078774442,,0.9,1.1,0.08,0.2
runs/fine_0.0035/a1.0_tau1.3_kc0.08_gf0.20,0.003,0.015336164410285555,0.005466641073529825,64.35457440803454,0.014185838016411973,,1.0,1.3,0.08,0.2
runs/fine_0.0035/a1.1_tau1.1_kc0.03_gf0.25,0.003,0.015336164410285555,0.005474760380297529,64.30163218238745,0.015217906322100476,,1.1,1.1,0.03,0.25
runs/fine_0.0035/a1.1_tau1.3_kc0.05_gf0.25,0.0035,0.017726962319945645,0.00633765867099278,64.24847891811724,0.017544421423887784,,1.1,1.3,0.05,0.25
runs/fine_0.0035/a1.1_tau1.5_kc0.08_gf0.20,0.003,0.015336164410285555,0.005492539453247954,64.18570311124041,0.014685548839205293,,1.1,1.5,0.08,0.2
runs/fine_0.0035/a0.9_tau1.1_kc0.08_gf0.20,0.0035,0.017726962319945645,0.006356857189648487,64.14017768573912,0.015986014845614505,,0.9,1.1,0.08,0.2
runs/fine_0.0035/a1.0_tau1.3_kc0.08_gf0.20,0.0035,0.017726962319945645,0.00639361691037556,63.93281152754678,0.016584911770546853,,1.0,1.3,0.08,0.2
runs/fine_0.0035/a1.1_tau1.1_kc0.03_gf0.25,0.0035,0.017726962319945645,0.006407281208513098,63.8557295216683,0.01786401133024368,,1.1,1.1,0.03,0.25
runs/fine_0.0035/a1.1_tau1.5_kc0.08_gf0.20,0.0035,0.017726962319945645,0.006424778301715156,63.757026241962166,0.01717567174562443,,1.1,1.5,0.08,0.2
runs/fine_0.0035/a0.9_tau1.1_kc0.05_gf0.30,0.003,0.015336164410285555,0.005562444230606804,63.72988654923247,0.013727199072867216,,0.9,1.1,0.05,0.3
runs/fine_0.0035/a1.0_tau1.1_kc0.05_gf0.20,0.003,0.015336164410285555,0.005567315549298169,63.69812294419379,0.014404562629933122,,1.0,1.1,0.05,0.2
runs/fine_0.0035/a1.0_tau1.5_kc0.08_gf0.25,0.003,0.015336164410285555,0.0055818887559191035,63.603097837321826,0.013933133122972376,,1.0,1.5,0.08,0.25
runs/fine_0.0035/a1.0_tau1.3_kc0.05_gf0.30,0.003,0.015336164410285555,0.00559464303540024,63.519933108906535,0.014285455695828248,,1.0,1.3,0.05,0.3
runs/fine_0.0035/a0.9_tau1.3_kc0.08_gf0.25,0.003,0.015336164410285555,0.005601713737747625,63.47382834530187,0.013460173206341446,,0.9,1.3,0.08,0.25
runs/fine_0.0035/a1.1_tau1.5_kc0.05_gf0.30,0.003,0.015336164410285555,0.005621753169810508,63.343160522978295,0.014841835627513842,,1.1,1.5,0.05,0.3
runs/fine_0.0035/a0.9_tau1.1_kc0.05_gf0.30,0.0035,0.017726962319945645,0.0065031852439431164,63.31472292561934,0.016050915850136422,,0.9,1.1,0.05,0.3
runs/fine_0.0035/a1.0_tau1.1_kc0.05_gf0.20,0.0035,0.017726962319945645,0.006504240515534861,63.30877000727554,0.01687046716927816,,1.0,1.1,0.05,0.2
runs/fine_0.0035/a1.1_tau1.1_kc0.03_gf0.20,0.003,0.015336164410285555,0.005632767025676819,63.27134428802111,0.015426610236849946,,1.1,1.1,0.03,0.2
runs/fine_0.0035/a1.1_tau1.3_kc0.05_gf0.20,0.003,0.015336164410285555,0.005649259572459991,63.16380405604426,0.01516766562858075,,1.1,1.3,0.05,0.2
runs/fine_0.0035/a1.0_tau1.5_kc0.08_gf0.25,0.0035,0.017726962319945645,0.0065313038106816195,63.15610259219164,0.016280251034174,,1.0,1.5,0.08,0.25
runs/fine_0.0035/a1.0_tau1.3_kc0.05_gf0.30,0.0035,0.017726962319945645,0.0065416622891166275,63.0976691265586,0.016709647933641478,,1.0,1.3,0.05,0.3
runs/fine_0.0035/a0.9_tau1.3_kc0.08_gf0.25,0.0035,0.017726962319945645,0.0065536071810563725,63.03028650496694,0.015723636277532777,,0.9,1.3,0.08,0.25
runs/fine_0.0035/a1.1_tau1.5_kc0.05_gf0.30,0.0035,0.017726962319945645,0.006574209654065465,62.91406539140416,0.01736517965052364,,1.1,1.5,0.05,0.3
runs/fine_0.0035/a1.0_tau1.1_kc0.03_gf0.30,0.003,0.015336164410285555,0.005699500196181504,62.83620830017313,0.014543253874340719,,1.0,1.1,0.03,0.3
runs/fine_0.0035/a1.1_tau1.1_kc0.03_gf0.20,0.0035,0.017726962319945645,0.0065956447856726046,62.79314714709209,0.018139907435521744,,1.1,1.1,0.03,0.2
runs/fine_0.0035/a1.1_tau1.3_kc0.05_gf0.20,0.0035,0.017726962319945645,0.006600620736481924,62.76507718947889,0.01777091800454364,,1.1,1.3,0.05,0.2
runs/fine_0.0035/a0.9_tau1.5_kc0.08_gf0.30,0.003,0.015336164410285555,0.005743351317050336,62.550275522617476,0.013132743299414315,,0.9,1.5,0.08,0.3
runs/fine_0.0035/a1.0_tau1.1_kc0.03_gf0.30,0.0035,0.017726962319945645,0.006656743507840991,62.44848165355946,0.017039845203121406,,1.0,1.1,0.03,0.3
runs/fine_0.0035/a0.9_tau1.1_kc0.05_gf0.25,0.003,0.015336164410285555,0.005766826796118946,62.39720283481514,0.013683040503667228,,0.9,1.1,0.05,0.25
runs/fine_0.0035/a1.1_tau1.3_kc0.03_gf0.30,0.003,0.015336164410285555,0.0057831776327164006,62.29058662909366,0.015386276794634866,,1.1,1.3,0.03,0.3
runs/fine_0.0035/a1.0_tau1.3_kc0.05_gf0.25,0.003,0.015336164410285555,0.005803070868077214,62.16087208751328,0.014376419991688885,,1.0,1.3,0.05,0.25
runs/fine_0.0035/a0.9_tau1.5_kc0.08_gf0.30,0.0035,0.017726962319945645,0.006721288533378017,62.08437513394214,0.015337867438194562,,0.9,1.5,0.08,0.3
runs/fine_0.0035/a0.9_tau1.1_kc0.05_gf0.25,0.0035,0.017726962319945645,0.006738697556289956,61.98616866970009,0.01601503411065697,,0.9,1.1,0.05,0.25
runs/fine_0.0035/a1.1_tau1.5_kc0.05_gf0.25,0.003,0.015336164410285555,0.005833403309060878,61.96308833812076,0.015050865292119797,,1.1,1.5,0.05,0.25
runs/fine_0.0035/a1.1_tau1.3_kc0.03_gf0.30,0.0035,0.017726962319945645,0.006755190423189832,61.89313035550839,0.018036566522631525,,1.1,1.3,0.03,0.3
runs/fine_0.0035/a1.0_tau1.1_kc0.03_gf0.25,0.003,0.015336164410285555,0.0058458992145449355,61.881608346450385,0.01468878977413238,,1.0,1.1,0.03,0.25
runs/fine_0.0035/a1.0_tau1.3_kc0.05_gf0.25,0.0035,0.017726962319945645,0.00678219270825572,61.74080710588143,0.016833221633255714,,1.0,1.3,0.05,0.25
runs/fine_0.0035/a1.0_tau1.5_kc0.08_gf0.20,0.003,0.015336164410285555,0.005878039760394276,61.672034785620625,0.014049067968381132,,1.0,1.5,0.08,0.2
runs/fine_0.0035/a0.9_tau1.3_kc0.08_gf0.20,0.003,0.015336164410285555,0.0058936303004381374,61.570376120345735,0.013440807321722143,,0.9,1.3,0.08,0.2
runs/fine_0.0035/a1.1_tau1.5_kc0.05_gf0.25,0.0035,0.017726962319945645,0.00681843947340223,61.53633459393997,0.01762775423873675,,1.1,1.5,0.05,0.25
runs/fine_0.0035/a1.0_tau1.1_kc0.03_gf0.25,0.0035,0.017726962319945645,0.0068253143423683505,61.49755260274463,0.017222291776711605,,1.0,1.1,0.03,0.25
runs/fine_0.0035/a1.1_tau1.3_kc0.03_gf0.25,0.003,0.015336164410285555,0.005932661551432616,61.31587147400598,0.01563238808566546,,1.1,1.3,0.03,0.25
runs/fine_0.0035/a1.0_tau1.5_kc0.08_gf0.20,0.0035,0.017726962319945645,0.006873527385443287,61.225576828188565,0.016440673255437837,,1.0,1.5,0.08,0.2
runs/fine_0.0035/a0.9_tau1.3_kc0.08_gf0.20,0.0035,0.017726962319945645,0.006890607324581673,61.12922676645706,0.015724690501925605,,0.9,1.3,0.08,0.2
runs/fine_0.0035/a0.9_tau1.1_kc0.05_gf0.20,0.003,0.015336164410285555,0.0059836568686108356,60.98335471287881,0.01376422019367851,,0.9,1.1,0.05,0.2
runs/fine_0.0035/a1.1_tau1.3_kc0.03_gf0.25,0.0035,0.017726962319945645,0.006927118969312033,60.923260035827326,0.01833959178059127,,1.1,1.3,0.03,0.25
runs/fine_0.0035/a1.0_tau1.1_kc0.03_gf0.20,0.003,0.015336164410285555,0.00599821570611429,60.88842330034329,0.014913475315845384,,1.0,1.1,0.03,0.2
runs/fine_0.0035/a1.0_tau1.5_kc0.05_gf0.30,0.003,0.015336164410285555,0.006003431173131825,60.85441566402689,0.014216701552146438,,1.0,1.5,0.05,0.3
runs/fine_0.0035/a0.9_tau1.5_kc0.08_gf0.25,0.003,0.015336164410285555,0.006009219540945903,60.81667240789568,0.01316877097625582,,0.9,1.5,0.08,0.25
runs/fine_0.0035/a0.9_tau1.3_kc0.05_gf0.30,0.003,0.015336164410285555,0.006017406485636961,60.76328914678792,0.013561293389170786,,0.9,1.3,0.05,0.3
runs/fine_0.0035/a1.0_tau1.3_kc0.05_gf0.20,0.003,0.015336164410285555,0.006024886840705822,60.71451322818963,0.014605226318277176,,1.0,1.3,0.05,0.2
runs/fine_0.0035/a0.9_tau1.1_kc0.05_gf0.20,0.0035,0.017726962319945645,0.006988583004208088,60.57653376774641,0.016126355383706794,,0.9,1.1,0.05,0.2
runs/fine_0.0035/a1.0_tau1.1_kc0.03_gf0.20,0.0035,0.017726962319945645,0.007000434912347062,60.509675679343765,0.017501235631399978,,1.0,1.1,0.03,0.2
runs/fine_0.0035/a1.1_tau1.5_kc0.05_gf0.20,0.003,0.015336164410285555,0.006058854545165366,60.49302561531059,0.015387196721616352,,1.1,1.5,0.05,0.2
runs/fine_0.0035/a1.0_tau1.5_kc0.05_gf0.30,0.0035,0.017726962319945645,0.007018371419082735,60.40849361322354,0.016644056543612736,,1.0,1.5,0.05,0.3
runs/fine_0.0035/a0.9_tau1.5_kc0.08_gf0.25,0.0035,0.017726962319945645,0.007028803754266396,60.34964351248225,0.01539900024958995,,0.9,1.5,0.08,0.25
runs/fine_0.0035/a0.9_tau1.3_kc0.05_gf0.30,0.0035,0.017726962319945645,0.007033596151860492,60.322609001393424,0.01587188005906304,,0.9,1.3,0.05,0.3
runs/fine_0.0035/a1.1_tau1.3_kc0.03_gf0.20,0.003,0.015336164410285555,0.006088135625574509,60.30209729956104,0.01595754088058141,,1.1,1.3,0.03,0.2
runs/fine_0.0035/a1.0_tau1.3_kc0.05_gf0.20,0.0035,0.017726962319945645,0.007037575487052572,60.300161076473984,0.017120467915197474,,1.0,1.3,0.05,0.2
runs/fine_0.0035/a0.9_tau1.1_kc0.03_gf0.30,0.003,0.015336164410285555,0.006110302706224013,60.15755606971717,0.013917103492854254,,0.9,1.1,0.03,0.3
runs/fine_0.0035/a1.1_tau1.5_kc0.05_gf0.20,0.0035,0.017726962319945645,0.007077950621176098,60.07239992148977,0.01804608378965188,,1.1,1.5,0.05,0.2
runs/fine_0.0035/a1.1_tau1.3_kc0.03_gf0.20,0.0035,0.017726962319945645,0.007105833710819409,59.91510794365361,0.01873881423459274,,1.1,1.3,0.03,0.2
runs/fine_0.0035/a1.0_tau1.3_kc0.03_gf0.30,0.003,0.015336164410285555,0.0061536289362489355,59.87504586138982,0.014822314774745863,,1.0,1.3,0.03,0.3
runs/fine_0.0035/a0.9_tau1.1_kc0.03_gf0.30,0.0035,0.017726962319945645,0.007134562209005604,59.75304691104302,0.016313950278524093,,0.9,1.1,0.03,0.3
runs/fine_0.0035/a1.1_tau1.5_kc0.03_gf0.30,0.003,0.015336164410285555,0.006189411947225205,59.64172147845434,0.0156558220873836,,1.1,1.5,0.03,0.3
runs/fine_0.0035/a1.0_tau1.5_kc0.05_gf0.25,0.003,0.015336164410285555,0.006209638323619955,59.50983467903281,0.014460781178203876,,1.0,1.5,0.05,0.25
runs/fine_0.0035/a1.0_tau1.3_kc0.03_gf0.30,0.0035,0.017726962319945645,0.007186025552224016,59.46273578898175,0.017383920374055502,,1.0,1.3,0.03,0.3
runs/fine_0.0035/a0.9_tau1.3_kc0.05_gf0.25,0.003,0.015336164410285555,0.006219574007751004,59.44504870083616,0.013714134532623939,,0.9,1.3,0.05,0.25
runs/fine_0.0035/a0.9_tau1.1_kc0.03_gf0.25,0.003,0.015336164410285555,0.006250852268575173,59.24109769987276,0.014085843827045176,,0.9,1.1,0.03,0.25
runs/fine_0.0035/a1.1_tau1.5_kc0.03_gf0.30,0.0035,0.017726962319945645,0.007228335852894641,59.2240581187358,0.01837011092719204,,1.1,1.5,0.03,0.3
runs/fine_0.0035/a1.0_tau1.5_kc0.05_gf0.25,0.0035,0.017726962319945645,0.0072558479153480345,59.06885915144043,0.01694673249689927,,1.0,1.5,0.05,0.25
runs/fine_0.0035/a0.9_tau1.3_kc0.05_gf0.25,0.0035,0.017726962319945645,0.00726660936347856,59.00815248361829,0.01606696347988811,,0.9,1.3,0.05,0.25
runs/fine_0.0035/a1.0_tau1.3_kc0.03_gf0.25,0.003,0.015336164410285555,0.0062975502105760035,58.936602124893724,0.015071567542944989,,1.0,1.3,0.03,0.25
runs/fine_0.0035/a0.9_tau1.5_kc0.08_gf0.20,0.003,0.015336164410285555,0.0062984077972733695,58.93101020063924,0.013375116926400202,,0.9,1.5,0.08,0.2
runs/fine_0.0035/a0.9_tau1.1_kc0.03_gf0.25,0.0035,0.017726962319945645,0.007296171317808656,58.84138982120301,0.016521915236454448,,0.9,1.1,0.03,0.25
runs/fine_0.0035/a1.1_tau1.5_kc0.03_gf0.25,0.003,0.015336164410285555,0.006335899698539016,58.68654293840447,0.0159837614821388,,1.1,1.5,0.03,0.25
runs/fine_0.0035/a1.0_tau1.3_kc0.03_gf0.25,0.0035,0.017726962319945645,0.0073513368144302454,58.5301943911799,0.01768867071226287,,1.0,1.3,0.03,0.25
runs/fine_0.0035/a0.9_tau1.5_kc0.08_gf0.20,0.0035,0.017726962319945645,0.0073624846323273275,58.46730816343325,0.015662933265824613,,0.9,1.5,0.08,0.2
runs/fine_0.0035/a0.9_tau1.1_kc0.03_gf0.20,0.003,0.015336164410285555,0.006396282155027429,58.29281700489848,0.014313020363059772,,0.9,1.1,0.03,0.2
runs/fine_0.0035/a1.1_tau1.5_kc0.03_gf0.25,0.0035,0.017726962319945645,0.007396739252726104,58.27407358787242,0.018774521875863755,,1.1,1.5,0.03,0.25
runs/fine_0.0035/a1.1_tau1.1_kc0.00_gf0.25,0.003,0.015336164410285555,0.006410157154230355,58.202344584078446,0.01798845173115833,,1.1,1.1,0.0,0.25
runs/fine_0.0035/a1.1_tau1.1_kc0.00_gf0.20,0.003,0.015336164410285555,0.006410157154230355,58.202344584078446,0.01798845173115833,,1.1,1.1,0.0,0.2
runs/fine_0.0035/a1.1_tau1.1_kc0.00_gf0.30,0.003,0.015336164410285555,0.006410157154230355,58.202344584078446,0.01798845173115833,,1.1,1.1,0.0,0.3
runs/fine_0.0035/a0.9_tau1.5_kc0.05_gf0.30,0.003,0.015336164410285555,0.006418902906504759,58.14531759844872,0.013543169204917604,,0.9,1.5,0.05,0.3
runs/fine_0.0035/a1.0_tau1.5_kc0.05_gf0.20,0.003,0.015336164410285555,0.006427531432261235,58.08905499245652,0.014809223577194129,,1.0,1.5,0.05,0.2
runs/fine_0.0035/a0.9_tau1.3_kc0.05_gf0.20,0.003,0.015336164410285555,0.006433107983090624,58.05269289643172,0.013973618638771296,,0.9,1.3,0.05,0.2
runs/fine_0.0035/a1.0_tau1.3_kc0.03_gf0.20,0.003,0.015336164410285555,0.006446562264338302,57.96496378185171,0.015395347136122567,,1.0,1.3,0.03,0.2
runs/fine_0.0035/a0.9_tau1.1_kc0.03_gf0.20,0.0035,0.017726962319945645,0.0074633013294695995,57.898588631441946,0.016802236779700813,,0.9,1.1,0.03,0.2
runs/fine_0.0035/a1.1_tau1.5_kc0.03_gf0.20,0.003,0.015336164410285555,0.006487809089746555,57.69601240453999,0.016429446193884645,,1.1,1.5,0.03,0.2
runs/fine_0.0035/a0.9_tau1.5_kc0.05_gf0.30,0.0035,0.017726962319945645,0.007501510747508266,57.683044550346466,0.01586488466939256,,0.9,1.5,0.05,0.3
runs/fine_0.0035/a1.0_tau1.5_kc0.05_gf0.20,0.0035,0.017726962319945645,0.0075064485118899425,57.65519000712267,0.017376263533223406,,1.0,1.5,0.05,0.2
runs/fine_0.0035/a0.9_tau1.3_kc0.05_gf0.20,0.0035,0.017726962319945645,0.007512072347361684,57.623465251520216,0.016386163264675666,,0.9,1.3,0.05,0.2
runs/fine_0.0035/a1.0_tau1.3_kc0.03_gf0.20,0.0035,0.017726962319945645,0.007522517775140541,57.56454129382046,0.0180876693947316,,1.0,1.3,0.03,0.2
runs/fine_0.0035/a1.1_tau1.1_kc0.00_gf0.30,0.0035,0.017726962319945645,0.007539721759009419,57.467491480330864,0.021301720296308793,,1.1,1.1,0.0,0.3
runs/fine_0.0035/a1.1_tau1.1_kc0.00_gf0.25,0.0035,0.017726962319945645,0.007539721759009419,57.467491480330864,0.021301720296308793,,1.1,1.1,0.0,0.25
runs/fine_0.0035/a1.1_tau1.1_kc0.00_gf0.20,0.0035,0.017726962319945645,0.007539721759009419,57.467491480330864,0.021301720296308793,,1.1,1.1,0.0,0.2
runs/fine_0.0035/a1.1_tau1.5_kc0.03_gf0.20,0.0035,0.017726962319945645,0.007571055992937161,57.29073116820179,0.01931233315652559,,1.1,1.5,0.03,0.2
runs/fine_0.0035/a1.0_tau1.5_kc0.03_gf0.30,0.003,0.015336164410285555,0.0065524630335196034,57.274434087802014,0.015066850434512323,,1.0,1.5,0.03,0.3
runs/fine_0.0035/a0.9_tau1.3_kc0.03_gf0.30,0.003,0.015336164410285555,0.0065558513792454455,57.25234026019823,0.01418144543696163,,0.9,1.3,0.03,0.3
runs/fine_0.0035/a0.9_tau1.5_kc0.05_gf0.25,0.003,0.015336164410285555,0.006617439008990086,56.850755952042704,0.013802494764861697,,0.9,1.5,0.05,0.25
runs/fine_0.0035/a1.0_tau1.5_kc0.03_gf0.30,0.0035,0.017726962319945645,0.007650367091178554,56.843327395293905,0.017689295299097976,,1.0,1.5,0.03,0.3
runs/fine_0.0035/a0.9_tau1.3_kc0.03_gf0.30,0.0035,0.017726962319945645,0.007653495758689842,56.82567819260018,0.016640003634945444,,0.9,1.3,0.03,0.3
runs/fine_0.0035/a0.9_tau1.5_kc0.05_gf0.25,0.0035,0.017726962319945645,0.007729885588130832,56.39475366045381,0.01618559848775903,,0.9,1.5,0.05,0.25
