phase,status,cost,drift_max,theta_rate,fig8_phase,t_escape,binary,alpha_dtg,beta_dtg,tau_theta,dtheta_max,theta_min,theta_max,k_ctrl,k_ctrl_e,k_nu,k_nu_ed,nu0,nu_max,dt,tmax,ic,alpha,dtg,no_plots,lyap_light,adaptive_step,adapt_r_trigger,adapt_factor,min_max_step,run_dir
explore@1,ok,32.103654966554245,0.6449383952937322,0.020165345680378723,1.35402835332143,nan,0,0.6,0.8,1.097240760103707,0.16,0.9503984614998836,2.0,0.2025190642232517,0.6218070017480015,0.0,0.2640552484025717,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.800_tau1.097_d0.160_thmin0.950_kc0.203_ke0.622_knued0.264_20250906-151321_55913_5361
explore@2,ok,33.571537112050834,0.674058669583052,0.01642457433958868,1.4178765592647107,nan,0,0.6,0.6497151709149237,0.8209051726581236,0.16,0.969124023626523,2.0,0.21337720824815898,0.580187122151083,0.0,0.23468896101200104,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.650_tau0.821_d0.160_thmin0.969_kc0.213_ke0.580_knued0.235_20250906-151341_56014_5201
explore@2,ok,36.86218095663698,0.740837624929842,0.020280387950940164,1.4422410258642753,nan,0,0.6,0.8,1.4,0.1360453885092475,0.9736024588434365,2.0,0.2336463449295044,0.5916758868450818,0.0,0.1500131268190359,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.800_tau1.400_d0.136_thmin0.974_kc0.234_ke0.592_knued0.150_20250906-151341_56015_4868
explore@2,ok,36.95002026781174,0.7401530429035456,0.010022669886757044,1.3935129462449027,nan,0,0.6,0.3941572405267616,0.6,0.10086456205607004,0.916205608187271,2.0,0.27082726340803726,0.5091058127388398,0.0,0.24709980487854488,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.394_tau0.600_d0.101_thmin0.916_kc0.271_ke0.509_knued0.247_20250906-151341_56013_4813
explore@2,ok,39.55316980325943,0.7928246727304844,0.011372002166529494,1.435859528998737,nan,0,0.6,0.4467651917361785,0.9248703906139834,0.09835922332074695,0.98,2.0,0.22421305240627099,0.3218410908771037,0.0,0.20498528540762417,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.447_tau0.925_d0.098_thmin0.980_kc0.224_ke0.322_knued0.205_20250906-151341_56016_3061
explore@2,ok,43.34904369470135,0.8684022181725038,0.01262073958012602,1.3621495453064512,nan,0,0.6,0.4983757378998423,0.617148172847247,0.1516707449071429,0.9601130362464392,2.0,0.21383000602386845,0.5238710856439088,0.0,0.26198630101914494,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.498_tau0.617_d0.152_thmin0.960_kc0.214_ke0.524_knued0.262_20250906-151401_56014_6049
explore@2,ok,30.35773930492083,0.6101500814291958,0.0174114867945858,1.4391247464827643,nan,0,0.6,0.68752060208552,0.9687661898796863,0.15051912305163484,0.98,2.0,0.23158186829335453,0.6486356170149716,0.0,0.1890367405085651,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.688_tau0.969_d0.151_thmin0.980_kc0.232_ke0.649_knued0.189_20250906-151402_56016_3625
explore@2,ok,30.784265438876655,0.6167750083194787,0.015462427691951282,1.2496517504444191,nan,0,0.6,0.6127377554144257,0.6,0.09999817445836028,0.9188357752812943,2.0,0.3,0.6461576960982345,0.0,0.3,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.613_tau0.600_d0.100_thmin0.919_kc0.300_ke0.646_knued0.300_20250906-151402_56015_2391
explore@2,ok,35.48129232180333,0.7116912967942519,0.014773313219596965,1.3888484642832561,nan,0,0.6,0.5841386371467259,1.2846659574758328,0.1402069430703777,0.98,2.0,0.23335836659102152,0.467708476356739,0.0,0.25044793306828195,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.584_tau1.285_d0.140_thmin0.980_kc0.233_ke0.468_knued0.250_20250906-151402_56013_4661
explore@2,ok,28.816647531046467,0.5785130965201019,0.015344358550139377,1.3889092736430828,nan,0,0.6,0.6070304228002155,0.6,0.16,0.9631228964847012,2.0,0.19480800519178398,0.5928409812195368,0.0,0.25306151173507213,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.607_tau0.600_d0.160_thmin0.963_kc0.195_ke0.593_knued0.253_20250906-151422_56016_8272
