out,escaped,binary,hold_s,rmin_min,drift_end,theta_rate
runs/out/sweep_gf0.80_kce0.15,True,True,2.6145,0.0128487604612854,1.621392343750855,0.010153099837380804
runs/out/sweep_gf0.80_kce0.20,True,True,2.6145,0.0128487604612854,1.621392343750855,0.010153099837380804
runs/out/sweep_gf0.85_kce0.15,True,True,2.6145,0.0128487604612854,1.621392343750855,0.010153099837380804
runs/out/sweep_gf0.85_kce0.20,True,True,2.6145,0.0128487604612854,1.621392343750855,0.010153099837380804
runs/out/sweep_gf0.90_kce0.15,True,True,2.6145,0.0128487604612854,1.621392343750855,0.010153099837380804
runs/out/sweep_gf0.90_kce0.20,True,True,2.6145,0.0128487604612854,1.621392343750855,0.010153099837380804
runs/out/exp_holdfix,True,True,2.6145,0.0128487604612854,1.621392343750855,0.010153099837380804
